C:\Nolek\Logs\2022-0772_C1_230227.csv;120 Bar;60 Liter;Room GR1.1
Log Time;StepNo;CircuitName;TMP1;TMP2;B31;B32;B21;B22;P101;RegulatorSP;RegulatorFB
27/02/2023 21.49.29;44000;R1.1;19,94;19,76;19,90909;20,00255;53,22011;53,54874;141,8861;54;0
27/02/2023 21.49.59;44000;R1.1;19,94;19,75;19,90909;19,90306;53,21435;53,54874;141,8861;54;0
27/02/2023 21.50.29;44000;R1.1;19,94;19,75;19,90909;19,90306;53,22588;53,54296;141,8861;54;0
27/02/2023 21.50.59;44000;R1.1;19,94;19,75;19,90909;19,90306;53,22588;53,54296;141,8861;54;0
27/02/2023 21.51.29;44000;R1.1;19,94;19,75;19,90909;19,90306;53,22588;53,54874;141,8951;54;0
27/02/2023 21.51.59;44000;R1.1;19,94;19,75;19,90909;19,90306;53,22588;53,5372;141,9223;54;0
27/02/2023 21.52.29;44000;R1.1;19,96;19,76;19,90909;19,90306;53,23164;53,54874;141,9404;54;0
27/02/2023 21.52.59;44000;R1.1;19,97;19,77;19,90909;19,90306;53,22588;53,54874;141,9494;54;0
27/02/2023 21.53.29;44000;R1.1;19,99;19,79;19,90909;19,90306;53,22588;53,5545;141,9766;54;0
27/02/2023 21.54.00;44000;R1.1;20,02;19,81;19,90909;19,90306;53,23164;53,54296;141,9856;54;0
27/02/2023 21.54.30;44000;R1.1;20,04;19,84;19,90909;19,90306;53,23164;53,54874;142,0399;54;0
27/02/2023 21.55.00;44000;R1.1;20,06;19,86;19,90909;19,90306;53,23164;53,54296;142,067;54;0
27/02/2023 21.55.30;44000;R1.1;20,08;19,88;19,90909;19,90306;53,23164;53,54874;142,0851;54;0
27/02/2023 21.56.00;44000;R1.1;20,11;19,9;19,90909;19,90306;53,23164;53,5545;142,1032;54;0
27/02/2023 21.56.30;44000;R1.1;20,14;19,92;19,90909;20,00255;53,23164;53,54874;142,1032;54;0
27/02/2023 21.57.00;44000;R1.1;20,15;19,93;19,90909;20,00255;53,23741;53,54874;142,0942;54;0
27/02/2023 21.57.30;44000;R1.1;20,18;19,95;19,90909;20,00255;53,23741;53,5545;142,0942;54;0
27/02/2023 21.58.01;44000;R1.1;20,2;19,98;19,90909;20,00255;53,23164;53,56028;142,0942;54;0
27/02/2023 21.58.31;44000;R1.1;20,22;20;19,90909;20,00255;53,23164;53,5545;142,0942;54;0
27/02/2023 21.59.01;44000;R1.1;20,25;20,03;19,90909;20,00255;53,23741;53,54874;142,0942;54;0
27/02/2023 21.59.31;44000;R1.1;20,27;20,04;19,90909;20,00255;53,23741;53,54874;142,0942;54;0
27/02/2023 22.00.01;44000;R1.1;20,29;20,07;19,90909;20,00255;53,23164;53,5545;142,1213;54;0
27/02/2023 22.00.31;44000;R1.1;20,3;20,1;19,90909;20,00255;53,23164;53,54874;142,1213;54;0
27/02/2023 22.01.01;44000;R1.1;20,31;20,11;19,90909;20,00255;53,23164;53,5545;142,1213;54;0
27/02/2023 22.01.34;44000;R1.1;20,3;20,12;19,90909;20,00255;53,23164;53,56028;142,1304;54;0
27/02/2023 22.02.04;44000;R1.1;20,3;20,12;19,90909;20,00255;53,23164;53,56604;142,1575;54;0
27/02/2023 22.02.34;44000;R1.1;20,29;20,11;19,90909;20,00255;53,23741;53,54874;142,1937;54;0
27/02/2023 22.03.04;44000;R1.1;20,28;20,1;19,90909;20,00255;53,23741;53,5545;142,2389;54;0
27/02/2023 22.03.34;44000;R1.1;20,25;20,09;19,90909;20,00255;53,23741;53,54874;142,248;54;0
27/02/2023 22.04.04;44000;R1.1;20,24;20,08;19,90909;20,00255;53,23741;53,5545;142,248;54;0
27/02/2023 22.04.34;44000;R1.1;20,22;20,06;19,90909;20,00255;53,23164;53,56028;142,2842;54;0
27/02/2023 22.05.04;44000;R1.1;20,21;20,05;19,90909;20,00255;53,23741;53,5545;142,3023;54;0
27/02/2023 22.05.44;44000;R1.1;20,18;20,03;19,90909;20,00255;53,23164;53,54874;142,2932;54;0
27/02/2023 22.06.05;44000;R1.1;20,13;20;19,90909;20,00255;53,23164;53,5545;142,3023;54;0
27/02/2023 22.06.35;44000;R1.1;20,09;19,98;19,90909;20,00255;53,23164;53,5545;142,3023;54;0
27/02/2023 22.07.05;44000;R1.1;20,05;19,95;19,90909;20,00255;53,23741;53,56028;142,3113;54;0
27/02/2023 22.07.35;44000;R1.1;20,01;19,91;19,90909;19,90306;53,23741;53,5545;142,3385;54;0
27/02/2023 22.08.05;44000;R1.1;19,97;19,88;19,90909;19,90306;53,23741;53,56028;142,3204;54;0
27/02/2023 22.08.35;44000;R1.1;19,92;19,85;19,90909;19,90306;53,23741;53,56028;142,3023;54;0
27/02/2023 22.09.06;44000;R1.1;19,89;19,81;19,90909;19,90306;53,23741;53,5545;142,3385;54;0
27/02/2023 22.09.36;44000;R1.1;19,83;19,79;19,81061;19,90306;53,23164;53,54874;142,3204;54;0
27/02/2023 22.10.06;44000;R1.1;19,79;19,75;19,81061;19,90306;53,23164;53,56604;142,2932;54;0
27/02/2023 22.10.36;44000;R1.1;19,74;19,71;19,81061;19,90306;53,23164;53,5545;142,3113;54;0
27/02/2023 22.11.07;44000;R1.1;19,69;19,69;19,81061;19,90306;53,23164;53,56028;142,3385;54;0
27/02/2023 22.11.37;44000;R1.1;19,65;19,66;19,81061;19,90306;53,23164;53,5545;142,3023;54;0
27/02/2023 22.12.07;44000;R1.1;19,64;19,65;19,81061;19,90306;53,23741;53,56028;142,3023;54;0
27/02/2023 22.12.37;44000;R1.1;19,63;19,62;19,81061;19,90306;53,23164;53,5545;142,3113;54;0
27/02/2023 22.13.07;44000;R1.1;19,6;19,6;19,81061;19,90306;53,23741;53,5545;142,3294;54;0
27/02/2023 22.13.37;44000;R1.1;19,56;19,58;19,81061;19,80357;53,23741;53,5545;142,3385;54;0
27/02/2023 22.14.09;44000;R1.1;19,53;19,57;19,81061;19,80357;53,23164;53,56604;142,3385;54;0
27/02/2023 22.14.38;44000;R1.1;19,51;19,56;19,81061;19,80357;53,23741;53,56028;142,3475;54;0
27/02/2023 22.15.08;44000;R1.1;19,52;19,54;19,81061;19,80357;53,23164;53,5545;142,3475;54;0
27/02/2023 22.15.38;44000;R1.1;19,5;19,52;19,81061;19,80357;53,23164;53,5545;142,3566;54;0
27/02/2023 22.16.08;44000;R1.1;19,48;19,51;19,81061;19,80357;53,23164;53,54874;142,4108;54;0
27/02/2023 22.16.38;44000;R1.1;19,45;19,5;19,81061;19,80357;53,23164;53,54874;142,4108;54;0
27/02/2023 22.17.08;44000;R1.1;19,44;19,48;19,81061;19,80357;53,23741;53,56028;142,438;54;0
27/02/2023 22.17.38;44000;R1.1;19,4;19,47;19,81061;19,80357;53,23741;53,54874;142,438;54;0
27/02/2023 22.18.09;44000;R1.1;19,38;19,44;19,81061;19,80357;53,23164;53,5545;142,438;54;0
27/02/2023 22.18.39;44000;R1.1;19,35;19,42;19,81061;19,80357;53,23741;53,56028;142,438;54;0
27/02/2023 22.19.09;44000;R1.1;19,33;19,42;19,81061;19,70408;53,23164;53,54874;142,438;54;0
27/02/2023 22.19.39;44000;R1.1;19,32;19,4;19,81061;19,70408;53,23741;53,5545;142,438;54;0
27/02/2023 22.20.11;44000;R1.1;19,32;19,38;19,81061;19,70408;53,23741;53,5545;142,4742;54;0
27/02/2023 22.20.41;44000;R1.1;19,3;19,37;19,81061;19,70408;53,23164;53,54874;142,4922;54;0
27/02/2023 22.21.11;44000;R1.1;19,28;19,35;19,81061;19,70408;53,23164;53,54874;142,4922;54;0
27/02/2023 22.21.41;44000;R1.1;19,27;19,35;19,81061;19,70408;53,23741;53,5545;142,5103;54;0
27/02/2023 22.22.11;44000;R1.1;19,24;19,35;19,81061;19,70408;53,23741;53,5545;142,5284;54;0
27/02/2023 22.22.41;44000;R1.1;19,23;19,33;19,71212;19,70408;53,23741;53,5545;142,5284;54;0
27/02/2023 22.23.11;44000;R1.1;19,22;19,33;19,71212;19,70408;53,23164;53,54874;142,5465;54;0
27/02/2023 22.23.43;44000;R1.1;19,21;19,33;19,71212;19,70408;53,23741;53,5545;142,5465;54;0
27/02/2023 22.24.13;44000;R1.1;19,19;19,33;19,71212;19,70408;53,23741;53,5545;142,5375;54;0
27/02/2023 22.24.43;44000;R1.1;19,19;19,32;19,71212;19,70408;53,23741;53,5545;142,5556;54;0
27/02/2023 22.25.13;44000;R1.1;19,18;19,31;19,71212;19,60459;53,23164;53,56028;142,5556;54;0
27/02/2023 22.25.43;44000;R1.1;19,17;19,3;19,71212;19,60459;53,23741;53,5545;142,5556;54;0
27/02/2023 22.26.13;44000;R1.1;19,17;19,29;19,71212;19,60459;53,23741;53,5545;142,5556;54;0
27/02/2023 22.26.43;44000;R1.1;19,17;19,29;19,71212;19,60459;53,23741;53,5545;142,5556;54;0
27/02/2023 22.27.15;44000;R1.1;19,16;19,3;19,71212;19,60459;53,23164;53,5545;142,5827;54;0
27/02/2023 22.27.44;44000;R1.1;19,16;19,28;19,71212;19,60459;53,23164;53,54874;142,5827;54;0
27/02/2023 22.28.17;44000;R1.1;19,15;19,27;19,71212;19,60459;53,23741;53,5545;142,5918;54;0
27/02/2023 22.28.47;44000;R1.1;19,14;19,26;19,71212;19,60459;53,23741;53,54874;142,6008;54;0
27/02/2023 22.29.17;44000;R1.1;19,13;19,25;19,71212;19,60459;53,23164;53,5545;142,6099;54;0
27/02/2023 22.29.47;44000;R1.1;19,12;19,25;19,71212;19,60459;53,23164;53,56028;142,637;54;0
27/02/2023 22.30.17;44000;R1.1;19,12;19,25;19,71212;19,60459;53,23741;53,5545;142,6461;54;0
27/02/2023 22.30.47;44000;R1.1;19,11;19,24;19,71212;19,60459;53,23164;53,5545;142,6732;54;0
27/02/2023 22.31.17;44000;R1.1;19,12;19,23;19,71212;19,60459;53,23164;53,5545;142,7003;54;0
27/02/2023 22.31.49;44000;R1.1;19,12;19,23;19,71212;19,60459;53,23164;53,54874;142,6823;54;0
27/02/2023 22.32.18;44000;R1.1;19,11;19,23;19,71212;19,60459;53,23164;53,5545;142,7003;54;0
27/02/2023 22.32.48;44000;R1.1;19,11;19,23;19,71212;19,60459;53,23741;53,54296;142,7094;54;0
27/02/2023 22.33.18;44000;R1.1;19,11;19,23;19,71212;19,5051;53,23164;53,5545;142,7094;54;0
27/02/2023 22.33.48;44000;R1.1;19,09;19,22;19,61364;19,60459;53,23164;53,54874;142,7094;54;0
27/02/2023 22.34.18;44000;R1.1;19,08;19,22;19,61364;19,5051;53,23164;53,54874;142,7094;54;0
27/02/2023 22.34.48;44000;R1.1;19,08;19,2;19,61364;19,5051;53,23741;53,54874;142,7184;54;0
27/02/2023 22.35.22;44000;R1.1;19,07;19,18;19,61364;19,5051;53,23164;53,54874;142,7184;54;0
27/02/2023 22.35.49;44000;R1.1;19,08;19,19;19,61364;19,5051;53,23741;53,54874;142,7094;54;0
27/02/2023 22.36.19;44000;R1.1;19,07;19,18;19,61364;19,5051;53,23164;53,54874;142,7184;54;0
27/02/2023 22.36.49;44000;R1.1;19,07;19,19;19,61364;19,5051;53,23164;53,5545;142,7365;54;0
27/02/2023 22.37.20;44000;R1.1;19,06;19,18;19,61364;19,5051;53,23741;53,54874;142,7275;54;0
27/02/2023 22.37.50;44000;R1.1;19,05;19,18;19,61364;19,5051;53,23164;53,54874;142,7275;54;0
27/02/2023 22.38.20;44000;R1.1;19,03;19,18;19,61364;19,5051;53,23164;53,54874;142,7365;54;0
27/02/2023 22.38.50;44000;R1.1;19,02;19,17;19,61364;19,5051;53,23164;53,54874;142,7546;54;0
27/02/2023 22.39.20;44000;R1.1;19,01;19,17;19,61364;19,5051;53,23164;53,5545;142,7456;54;0
27/02/2023 22.39.50;44000;R1.1;19,01;19,16;19,61364;19,5051;53,23164;53,54874;142,7546;54;0
27/02/2023 22.40.20;44000;R1.1;19;19,17;19,61364;19,5051;53,23164;53,56028;142,7818;54;0
27/02/2023 22.40.52;44000;R1.1;19;19,18;19,61364;19,5051;53,23741;53,5545;142,7999;54;0
27/02/2023 22.41.22;44000;R1.1;19,01;19,17;19,61364;19,5051;53,23164;53,56028;142,7999;54;0
27/02/2023 22.41.52;44000;R1.1;19;19,15;19,61364;19,5051;53,23741;53,54874;142,8089;54;0
27/02/2023 22.42.22;44000;R1.1;19;19,13;19,61364;19,5051;53,23164;53,54874;142,827;54;0
27/02/2023 22.42.52;44000;R1.1;18,99;19,14;19,61364;19,5051;53,23164;53,54296;142,8451;54;0
27/02/2023 22.43.22;44000;R1.1;18,99;19,14;19,61364;19,5051;53,23741;53,56028;142,8632;54;0
27/02/2023 22.43.52;44000;R1.1;18,98;19,12;19,51515;19,40561;53,23741;53,54874;142,8632;54;0
27/02/2023 22.44.27;44000;R1.1;18,97;19,13;19,51515;19,40561;53,23164;53,54296;142,8541;54;0
27/02/2023 22.44.53;44000;R1.1;18,96;19,13;19,51515;19,40561;53,23741;53,54296;142,8632;54;0
27/02/2023 22.45.24;44000;R1.1;18,96;19,13;19,51515;19,40561;53,23741;53,54874;142,8541;54;0
27/02/2023 22.45.54;44000;R1.1;18,97;19,13;19,51515;19,40561;53,23741;53,54296;142,8541;54;0
27/02/2023 22.46.24;44000;R1.1;18,96;19,11;19,51515;19,40561;53,23164;53,54874;142,8541;54;0
27/02/2023 22.46.54;44000;R1.1;18,96;19,1;19,51515;19,40561;53,23164;53,54874;142,8632;54;0
27/02/2023 22.47.24;44000;R1.1;18,96;19,09;19,51515;19,40561;53,23741;53,54874;142,8994;54;0
27/02/2023 22.47.54;44000;R1.1;18,96;19,08;19,51515;19,40561;53,23164;53,54296;142,9175;54;0
27/02/2023 22.48.24;44000;R1.1;18,95;19,05;19,51515;19,40561;53,23164;53,54874;142,9537;54;0
27/02/2023 22.49.00;44000;R1.1;18,95;19,06;19,51515;19,40561;53,23741;53,56028;142,9537;54;0
27/02/2023 22.49.26;44000;R1.1;18,94;19,07;19,51515;19,40561;53,23164;53,5545;142,9446;54;0
27/02/2023 22.49.56;44000;R1.1;18,93;19,09;19,51515;19,40561;53,23741;53,54874;142,9537;54;0
27/02/2023 22.50.26;44000;R1.1;18,93;19,07;19,51515;19,40561;53,23164;53,5545;142,9537;54;0
27/02/2023 22.50.56;44000;R1.1;18,93;19,08;19,51515;19,40561;53,23741;53,5545;142,9446;54;0
27/02/2023 22.51.26;44000;R1.1;18,94;19,1;19,51515;19,40561;53,23164;53,5545;142,9265;54;0
27/02/2023 22.51.56;44000;R1.1;18,93;19,08;19,51515;19,40561;53,23741;53,56028;142,9175;54;0
27/02/2023 22.52.31;44000;R1.1;18,93;19,07;19,51515;19,40561;53,23741;53,54874;142,8722;54;0
27/02/2023 22.52.57;44000;R1.1;18,93;19,08;19,51515;19,40561;53,23164;53,5545;142,7818;54;0
27/02/2023 22.53.27;44000;R1.1;18,93;19,1;19,51515;19,40561;53,23741;53,56028;142,6189;54;0
27/02/2023 22.53.57;44000;R1.1;18,94;19,1;19,51515;19,30612;53,23164;53,5545;142,4018;54;0
27/02/2023 22.54.28;44000;R1.1;18,94;19,09;19,51515;19,40561;53,23164;53,54874;142,1666;54;0
27/02/2023 22.54.58;44000;R1.1;18,93;19,08;19,51515;19,30612;53,23164;53,54874;141,8861;54;0
27/02/2023 22.55.28;44000;R1.1;18,94;19,08;19,41667;19,30612;53,23741;53,5545;141,5514;54;0
27/02/2023 22.55.58;44000;R1.1;18,93;19,09;19,41667;19,30612;53,23164;53,5545;141,2166;54;0
27/02/2023 22.56.28;44000;R1.1;18,92;19,09;19,41667;19,30612;53,23741;53,5545;140,8276;54;0
27/02/2023 22.56.58;44000;R1.1;18,93;19,1;19,41667;19,30612;53,23164;53,5545;140,4476;54;0
27/02/2023 22.57.28;44000;R1.1;18,94;19,09;19,41667;19,30612;53,23164;53,56028;140,1219;54;0
27/02/2023 22.58.03;44000;R1.1;18,95;19,09;19,41667;19,30612;53,23164;53,54874;139,8143;54;0
27/02/2023 22.58.29;44000;R1.1;18,94;19,1;19,41667;19,30612;53,23164;53,5545;139,5791;54;0
27/02/2023 22.58.59;44000;R1.1;18,94;19,1;19,41667;19,30612;53,23164;53,5545;139,3348;54;0
27/02/2023 22.59.29;44000;R1.1;18,93;19,08;19,41667;19,30612;53,23164;53,5545;139,172;54;0
27/02/2023 22.59.59;44000;R1.1;18,92;19,08;19,41667;19,30612;53,23164;53,54874;139,0272;54;0
27/02/2023 23.00.29;44000;R1.1;18,92;19,09;19,41667;19,30612;53,23164;53,54874;138,9186;54;0
27/02/2023 23.00.59;44000;R1.1;18,92;19,08;19,41667;19,30612;53,23164;53,5545;138,7829;54;0
27/02/2023 23.01.29;44000;R1.1;18,91;19,08;19,41667;19,30612;53,23741;53,54874;138,6834;54;0
27/02/2023 23.02.05;44000;R1.1;18,91;19,07;19,41667;19,30612;53,23164;53,54874;138,6291;54;0
27/02/2023 23.02.30;44000;R1.1;18,9;19,07;19,41667;19,30612;53,23164;53,5545;138,5748;54;0
27/02/2023 23.03.00;44000;R1.1;18,89;19,06;19,41667;19,30612;53,23164;53,54874;138,5387;54;0
27/02/2023 23.03.31;44000;R1.1;18,88;19,06;19,41667;19,30612;53,23741;53,5545;138,5658;54;0
27/02/2023 23.04.01;44000;R1.1;18,88;19,06;19,41667;19,30612;53,23741;53,5545;138,6291;54;0
27/02/2023 23.04.31;44000;R1.1;18,88;19,06;19,41667;19,30612;53,23741;53,54874;138,6834;54;0
27/02/2023 23.05.01;44000;R1.1;18,88;19,06;19,41667;19,30612;53,23741;53,5545;138,7648;54;0
27/02/2023 23.05.31;44000;R1.1;18,88;19,05;19,41667;19,30612;53,23164;53,54874;138,8463;54;0
27/02/2023 23.06.01;44000;R1.1;18,89;19,04;19,41667;19,30612;53,23164;53,56028;138,9367;54;0
27/02/2023 23.06.31;44000;R1.1;18,89;19,04;19,41667;19,30612;53,23741;53,56028;139,0091;54;0
27/02/2023 23.07.04;44000;R1.1;18,9;19,03;19,41667;19,30612;53,23741;53,56604;139,0905;54;0
27/02/2023 23.07.34;44000;R1.1;18,89;19,02;19,41667;19,30612;53,24317;53,56028;139,181;54;0
27/02/2023 23.08.04;44000;R1.1;18,89;19,01;19,41667;19,20663;53,24317;53,56028;139,2715;54;0
27/02/2023 23.08.34;44000;R1.1;18,88;19,02;19,31818;19,20663;53,24317;53,56028;139,3348;54;0
27/02/2023 23.09.04;44000;R1.1;18,89;19;19,41667;19,20663;53,24894;53,56604;139,3981;54;0
27/02/2023 23.09.34;44000;R1.1;18,89;19;19,31818;19,20663;53,2547;53,56604;139,4524;54;0
27/02/2023 23.10.08;44000;R1.1;18,88;19,01;19,31818;19,20663;53,24894;53,57182;139,5157;54;0
27/02/2023 23.10.35;44000;R1.1;18,87;19,02;19,31818;19,20663;53,24894;53,57182;139,5791;54;0
27/02/2023 23.11.05;44500;R1.1;18,88;19,01;19,31818;19,20663;0;53,52566;140,6376;0;0
27/02/2023 23.11.35;44500;R1.1;18,87;19,01;19,31818;19,20663;5,764119E-03;53,46219;141,7052;0;0
27/02/2023 23.12.05;44500;R1.1;18,86;19,02;19,31818;19,30612;5,764119E-03;53,41603;142,5827;0;0
27/02/2023 23.12.35;44500;R1.1;18,85;19,02;19,31818;19,30612;1,152824E-02;53,37564;143,3698;0;0
27/02/2023 23.13.05;44500;R1.1;18,85;19;19,31818;19,30612;5,764119E-03;53,32372;144,0484;0;0
27/02/2023 23.13.35;44500;R1.1;18,84;19;19,31818;19,30612;5,764119E-03;53,27179;144,6455;0;0
27/02/2023 23.14.05;44500;R1.1;18,84;18,99;19,31818;19,30612;1,152824E-02;53,22563;145,2154;0;0
27/02/2023 23.14.41;44500;R1.1;18,84;18,98;19,31818;19,30612;1,152824E-02;53,1737;145,7492;0;0
27/02/2023 23.15.06;44500;R1.1;18,82;18,96;19,31818;19,30612;1,152824E-02;53,13332;146,2378;0;0
27/02/2023 23.15.39;44500;R1.1;18,82;18,96;19,31818;19,30612;5,764119E-03;53,0987;146,7354;0;0
27/02/2023 23.16.09;44500;R1.1;18,82;18,97;19,31818;19,30612;5,764119E-03;53,03523;147,1696;0;0
27/02/2023 23.16.39;44500;R1.1;18,83;18,98;19,31818;19,30612;1,152824E-02;53,00061;147,5858;0;0
27/02/2023 23.17.09;44500;R1.1;18,84;18,97;19,31818;19,30612;1,152824E-02;52,96022;147,9658;0;0
27/02/2023 23.17.39;44500;R1.1;18,83;18,95;19,31818;19,30612;1,152824E-02;52,93138;148,3457;0;0
27/02/2023 23.18.09;44500;R1.1;18,82;18,95;19,31818;19,30612;1,152824E-02;52,89099;148,6986;0;0
27/02/2023 23.18.39;44500;R1.1;18,82;18,94;19,31818;19,30612;5,764119E-03;52,8506;149,0695;0;0
27/02/2023 23.19.09;44500;R1.1;18,82;18,95;19,2197;19,30612;1,152824E-02;52,7929;149,4043;0;0
27/02/2023 23.19.40;44500;R1.1;18,81;18,95;19,2197;19,30612;1,152824E-02;52,75829;149,7119;0;0
27/02/2023 23.20.10;44500;R1.1;18,81;18,93;19,2197;19,30612;5,764119E-03;52,7179;150,0376;0;0
27/02/2023 23.20.40;44500;R1.1;18,81;18,92;19,2197;19,30612;1,152824E-02;52,67174;150,3452;0;0
27/02/2023 23.21.10;44500;R1.1;18,81;18,93;19,2197;19,30612;5,764119E-03;52,63712;150,6347;0;0
27/02/2023 23.21.40;44500;R1.1;18,8;18,94;19,2197;19,30612;1,152824E-02;52,59673;150,9242;0;0
27/02/2023 23.22.10;44500;R1.1;18,79;18,95;19,2197;19,30612;5,764119E-03;52,56788;151,2137;0;0
27/02/2023 23.22.40;44500;R1.1;18,78;18,95;19,2197;19,30612;1,152824E-02;52,52172;151,5032;0;0
27/02/2023 23.23.15;44500;R1.1;18,78;18,96;19,2197;19,30612;1,152824E-02;52,49288;151,7746;0;0
27/02/2023 23.23.41;44500;R1.1;18,78;18,97;19,2197;19,30612;0;52,45249;152,0279;0;0
27/02/2023 23.24.11;44500;R1.1;18,79;18,97;19,2197;19,30612;5,764119E-03;52,41787;152,2813;0;0
27/02/2023 23.24.41;44500;R1.1;18,79;18,97;19,2197;19,30612;1,152824E-02;52,37748;152,5436;0;0
27/02/2023 23.25.11;44500;R1.1;18,78;18,98;19,2197;19,30612;1,152824E-02;52,3544;152,8241;0;0
27/02/2023 23.25.41;44500;R1.1;18,78;19;19,2197;19,30612;5,764119E-03;52,31401;153,0683;0;0
27/02/2023 23.26.11;44500;R1.1;18,79;19;19,2197;19,30612;1,729236E-02;52,28517;153,2945;0;0
27/02/2023 23.26.41;44500;R1.1;18,79;19,01;19,2197;19,30612;5,764119E-03;52,24478;153,5479;0;0
27/02/2023 23.27.11;44500;R1.1;18,8;19,01;19,2197;19,30612;5,764119E-03;52,21593;153,7831;0;0
27/02/2023 23.27.41;44500;R1.1;18,79;19;19,2197;19,30612;5,764119E-03;52,18131;154,0183;0;0
27/02/2023 23.28.17;44500;R1.1;18,79;19;19,2197;19,30612;1,152824E-02;52,14669;154,2264;0;0
27/02/2023 23.28.42;44500;R1.1;18,79;18,99;19,2197;19,30612;5,764119E-03;52,13515;154,4707;0;0
27/02/2023 23.29.12;44500;R1.1;18,79;18,98;19,2197;19,30612;1,152824E-02;52,09477;154,6878;0;0
27/02/2023 23.29.42;44500;R1.1;18,81;18,97;19,12121;19,30612;5,764119E-03;52,06015;154,8959;0;0
27/02/2023 23.30.12;44500;R1.1;18,81;18,97;19,2197;19,30612;5,764119E-03;52,03707;155,113;0;0
27/02/2023 23.30.42;44500;R1.1;18,81;18,98;19,12121;19,30612;5,764119E-03;52,00245;155,3301;0;0
27/02/2023 23.31.12;44500;R1.1;18,81;18,96;19,12121;19,20663;5,764119E-03;51,96783;155,5382;0;0
27/02/2023 23.31.42;44500;R1.1;18,8;18,95;19,12121;19,20663;1,152824E-02;51,94476;155,7553;0;0
27/02/2023 23.32.18;44500;R1.1;18,8;18,95;19,12121;19,20663;5,764119E-03;51,92744;155,9363;0;0
27/02/2023 23.32.43;44500;R1.1;18,81;18,96;19,12121;19,20663;1,152824E-02;51,8986;156,1534;0;0
27/02/2023 23.33.13;44500;R1.1;18,81;18,96;19,12121;19,20663;1,152824E-02;51,85821;156,3615;0;0
27/02/2023 23.33.43;44500;R1.1;18,8;18,97;19,12121;19,20663;5,764119E-03;51,8409;156,5424;0;0
27/02/2023 23.34.13;44500;R1.1;18,79;18,96;19,12121;19,20663;5,764119E-03;51,80628;156,7596;0;0
27/02/2023 23.34.43;44500;R1.1;18,78;18,94;19,12121;19,20663;1,152824E-02;51,7832;156,9405;0;0
27/02/2023 23.35.13;44500;R1.1;18,78;18,92;19,12121;19,20663;1,152824E-02;51,76012;157,1486;0;0
27/02/2023 23.35.43;44500;R1.1;18,79;18,93;19,12121;19,20663;5,764119E-03;51,73127;157,3386;0;0
27/02/2023 23.36.13;44500;R1.1;18,79;18,93;19,12121;19,20663;1,152824E-02;51,70819;157,5195;0;0
27/02/2023 23.36.43;44500;R1.1;18,78;18,94;19,12121;19,20663;1,152824E-02;51,68512;157,7367;0;0
27/02/2023 23.37.26;44500;R1.1;18,78;18,92;19,12121;19,20663;1,152824E-02;51,66781;157,9086;0;0
27/02/2023 23.37.44;44500;R1.1;18,77;18,94;19,12121;19,20663;5,764119E-03;51,63896;158,0714;0;0
27/02/2023 23.38.14;44500;R1.1;18,77;18,95;19,12121;19,20663;1,152824E-02;51,62165;158,2614;0;0
27/02/2023 23.38.44;44500;R1.1;18,77;18,95;19,12121;19,20663;1,152824E-02;51,5928;158,4423;0;0
27/02/2023 23.39.14;44500;R1.1;18,77;18,94;19,12121;19,20663;1,152824E-02;51,57549;158,6233;0;0
27/02/2023 23.39.44;44500;R1.1;18,76;18,95;19,12121;19,20663;1,152824E-02;51,55818;158,8223;0;0
27/02/2023 23.40.14;44500;R1.1;18,77;18,95;19,12121;19,20663;5,764119E-03;51,5351;158,9852;0;0
27/02/2023 23.40.57;44500;R1.1;18,77;18,93;19,12121;19,20663;5,764119E-03;51,5178;159,1661;0;0
27/02/2023 23.41.15;44500;R1.1;18,76;18,92;19,12121;19,20663;1,152824E-02;51,49472;159,3199;0;0
27/02/2023 23.41.45;44500;R1.1;18,75;18,91;19,12121;19,20663;5,764119E-03;51,47164;159,519;0;0
27/02/2023 23.42.15;44500;R1.1;18,75;18,91;19,12121;19,20663;5,764119E-03;51,4601;159,6818;0;0
27/02/2023 23.42.45;44500;R1.1;18,74;18,89;19,12121;19,20663;1,152824E-02;51,43125;159,8718;0;0
27/02/2023 23.43.15;44500;R1.1;18,74;18,88;19,12121;19,20663;5,764119E-03;51,41971;160,0346;0;0
27/02/2023 23.43.45;44500;R1.1;18,73;18,87;19,12121;19,20663;0;51,4024;160,2065;0;0
27/02/2023 23.44.30;44500;R1.1;18,74;18,87;19,02273;19,20663;1,152824E-02;51,38509;160,3875;0;0
27/02/2023 23.44.46;44500;R1.1;18,73;18,87;19,02273;19,20663;5,764119E-03;51,36778;160,5413;0;0
27/02/2023 23.45.17;44500;R1.1;18,73;18,86;19,02273;19,20663;5,764119E-03;51,35047;160,7222;0;0
27/02/2023 23.45.47;44500;R1.1;18,73;18,87;19,02273;19,20663;1,152824E-02;51,33894;160,9122;0;0
27/02/2023 23.46.17;44500;R1.1;18,72;18,87;19,02273;19,20663;5,764119E-03;51,31586;161,0751;0;0
27/02/2023 23.46.47;44500;R1.1;18,72;18,88;19,02273;19,20663;5,764119E-03;51,31009;161,256;0;0
27/02/2023 23.47.17;44500;R1.1;18,71;18,89;19,02273;19,20663;1,152824E-02;51,28701;161,4279;0;0
27/02/2023 23.47.47;44500;R1.1;18,71;18,89;19,02273;19,20663;5,764119E-03;51,2697;161,5817;0;0
